record_id,vehicle,community,community_url,post_id,comment_id,parent_id,source_type,author_id,author_pseudonym,date,text_raw,url,scraped_at,_origin
rec_f44f4e0a0d6b24fb,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_14,post_16,comment,,,,Just disable the car's autostart.,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:41Z,raw_data_run_20260918_105055_c59316.csv
rec_9cf73564f567c718,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_15,post_16,comment,,,,Thankfully that has never happened to me yet. If this keeps happening I would be turning off the automatic start option. Get i… Lihat selengkapnya,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:41Z,raw_data_run_20260918_105055_c59316.csv
rec_4c713fceeb8ef8ee,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_16,post_16,comment,,,,"Bonsoir dans le menu énergie vous pouvez déclencher le préchauffage, le but est de préparer la batterie à encaisser la puissan… Lihat selengkapnya",https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:41Z,raw_data_run_20260918_105055_c59316.csv
rec_4bb33efecbee7fe4,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_17,post_16,comment,,,,Il me semble qu'il ne se déclenche plus automatiquement. Il faut le faire manuellement.,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:41Z,raw_data_run_20260918_105055_c59316.csv
rec_fda987d333a42de7,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_18,post_16,comment,,,,"Hi, I  will be getting my brand new Sealion 7 in next 2 weeks. Can anyone recommend a really reasonable and good quality boot liner to protect the boot from large muddy dogs.",https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:42Z,raw_data_run_20260918_105055_c59316.csv
rec_93ad02967c1564b3,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_19,post_16,comment,,,,If you have pics even better. Thanks,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:42Z,raw_data_run_20260918_105055_c59316.csv
rec_f001622be4ee9db9,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_20,post_16,comment,,,,Top BYD sell a lot of stuff but it takes a few weeks to arrive,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:42Z,raw_data_run_20260918_105055_c59316.csv
rec_eb64bf42b8fd2371,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_21,post_16,comment,,,,"Hello, c est une française ? Tu peux me donner aussi les screens cablages et lien où tu as pris le logo stp ?",https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:42Z,raw_data_run_20260918_105055_c59316.csv
rec_e3bc21c7f6a96295,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_22,post_16,comment,,,,Bonjour super rendu ! Pour le branchement électrique comment cela se passe t’il ? Merci,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:42Z,raw_data_run_20260918_105055_c59316.csv
rec_3616f82e6f59dbfd,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_23,post_16,comment,,,,"Hallo, bekomme sehr oft eine Erinnerung per BYD App , dass ich ein Update machen soll...der Sealion fordert allerdings kein Update....was tun??",https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:44Z,raw_data_run_20260918_105055_c59316.csv
rec_227b9c045deba108,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_24,post_16,comment,,,,Ich habe das gleiche Problem.… Lihat selengkapnya,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:44Z,raw_data_run_20260918_105055_c59316.csv
rec_d22eb0b823f4d1fa,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_25,post_16,comment,,,,"Dzisiaj mija dokładnie rok, odkąd jeżdżę BYD Sealion 7 
 Przez ten czas zrobiłem nim prawie 19 tys. km i muszę przyznać, że jestem bardzo pozytywnie zaskoczony.",https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:46Z,raw_data_run_20260918_105055_c59316.csv
rec_ecd20bcb6e2c6293,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_26,post_16,comment,,,,Po m… Lihat selengkapnya,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:46Z,raw_data_run_20260918_105055_c59316.csv
rec_6adb3f4974fa622f,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_27,post_16,comment,,,,Mam podobnie po pół roku i 10 tys km,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:46Z,raw_data_run_20260918_105055_c59316.csv
rec_e4e138c396179025,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_28,post_16,comment,,,,"Ja swoja przygodę z SL7 zaczelam 6 dni template ale póki co jest bardzo
.",https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:46Z,raw_data_run_20260918_105055_c59316.csv
rec_430c188a7284ad56,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_29,post_16,comment,,,,"Apakah ada yang pernah menggunakan Xiaomi 17 sebagai kunci mobil? Saya menggunakan Xiaomi 13 Ultra dan berfungsi dengan baik, hanya tidak yakin apakah model baru Xiaomi 17 mendukungnya.",https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:47Z,raw_data_run_20260918_105055_c59316.csv
rec_1e1316ac66f6b159,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_30,post_16,comment,,,,Xiaomi 17 is now added to Android Digital Key list. But not in BYD's list. Have you retried?,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:47Z,raw_data_run_20260918_105055_c59316.csv
rec_e47d7e2180c3e586,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_31,post_16,comment,,,,I have the Xiaomi 17 and it doesn't work as a Digital Car Key for my M6 yet. … Lihat selengkapnya,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:47Z,raw_data_run_20260918_105055_c59316.csv
rec_1ec1d4fdb72e552c,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_32,post_16,comment,,,,"went to Australias BYD Sale day yesterday. They offered 54990 drive away for Sealion 7 plus $1,000 Cashback and free choice of colour. But  I've decided to wait a while and see if there are updates to model coming.",https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:49Z,raw_data_run_20260918_105055_c59316.csv
rec_e97faae19873262e,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_33,post_16,comment,,,,There will always be updates so you will wait forever.,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:49Z,raw_data_run_20260918_105055_c59316.csv
rec_20859fe64f29b275,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_34,post_16,comment,,,,The S7 performance is 10k more but is sooooo better,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:49Z,raw_data_run_20260918_105055_c59316.csv
rec_ff00017bb8a8af32,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_35,post_16,comment,,,,Ça fonctionne sans abonnement juste avec votre téléphone,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:49Z,raw_data_run_20260918_105055_c59316.csv
rec_b2ff759a199ef348,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_36,post_16,comment,,,,"L’abonnement d’essai est d’une durée de 3 ans. 1 Go par mois. Ensuite il faudra payer, de mémoire c’est 99€ par an.",https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:49Z,raw_data_run_20260918_105055_c59316.csv
rec_c827ece9baa624ad,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_37,post_16,comment,,,,Ça prouver que c'est un défaut d origine bon courage ....,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:50Z,raw_data_run_20260918_105055_c59316.csv
rec_9b5721ac0e6ca5bc,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_38,post_16,comment,,,,Cela ressemble clairement à des éclat de peinture suite à des projections de cailloux,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:51Z,raw_data_run_20260918_105055_c59316.csv
rec_b0b7e4d5d2da940f,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_39,post_16,comment,,,,bonjour.,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:52Z,raw_data_run_20260918_105055_c59316.csv
rec_1221b2bac69a93e4,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_40,post_16,comment,,,,j'attends ma sealion 7 avec patience... et me prépare a son arrivée.,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:52Z,raw_data_run_20260918_105055_c59316.csv
rec_6a9bbce77896e0d4,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_41,post_16,comment,,,,byd oblige une révision tous les deux ans ou 30.000 pour la garantie :  ça c'est ok. … Lihat selengkapnya,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:52Z,raw_data_run_20260918_105055_c59316.csv
rec_9f73935261dc19c1,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_42,post_16,comment,,,,"par précaution , j'ai toujours fait une révision tout les ans que ce soit sur une thermique ou électrique, avant de partir en … Lihat selengkapnya",https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:52Z,raw_data_run_20260918_105055_c59316.csv
rec_47a5f21d396bcfc7,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_43,post_16,comment,,,,J'ai la mienne depuis 15 mois et je fais la révision a 30k soit 17 mois,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:52Z,raw_data_run_20260918_105055_c59316.csv
rec_0edf7f251f036076,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_44,post_16,comment,,,,"Hejsa jeg er den lykkelige ejer af en BYD Sealion 7 (2026) hvilke gummimåtter anbefales til den for og bag
 har til bagagerummet 
 og hvor kan de evt købes",https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:54Z,raw_data_run_20260918_105055_c59316.csv
rec_5a96a82e06af081b,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_45,post_16,comment,,,,"Har original fra forhandler, anbefales",https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:54Z,raw_data_run_20260918_105055_c59316.csv
rec_51129e3c76c58d53,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_46,post_16,comment,,,,uniquement autoroute 350 km si tu veux garder 15% de batterie 400 km si 5 % ne te fait pas peur voiture chargée avec la famill… Lihat selengkapnya,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:54Z,raw_data_run_20260918_105055_c59316.csv
rec_ce40f65fa9fc1c15,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_47,post_16,comment,,,,Bravo très classe et sombre,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:55Z,raw_data_run_20260918_105055_c59316.csv
rec_2613ddd3413580fb,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_48,post_16,comment,,,,"Giver det overhovedet mening at købe en BYD Sealion 7 Excellence nu, hvis der inden for et halvt år forventes at komme Blade 2-batteriet med op mod 30 % længere rækkevidde og op til 3 gange hurtigere opladning?",https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:57Z,raw_data_run_20260918_105055_c59316.csv
rec_488f85e084aa5d73,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_49,post_16,comment,,,,"Jeg synes, det er lidt svært at se, hvorfor man skulle købe den nu, hvis de nye batterier kommer så hurtigt efter. Omvendt kan der selvfølgelig være gode priser eller andre fordele ved den nuværende model.",https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:57Z,raw_data_run_20260918_105055_c59316.csv
rec_b11e4746cca7bc77,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_50,post_16,comment,,,,"Hvad ville I gøre, købe nu eller vente?",https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:57Z,raw_data_run_20260918_105055_c59316.csv
rec_00830a069d63eecf,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_51,post_16,comment,,,,"En byd el bil lader med 230 kw ret hurtigt og det er lavet på blade batteri med jern, ikke litium og kobolt.",https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:57Z,raw_data_run_20260918_105055_c59316.csv
rec_0148454d944a941b,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_52,post_16,comment,,,,Hvor har du fået den ide fra at Bladet skulle komme i Sealion 7?,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:57Z,raw_data_run_20260918_105055_c59316.csv
rec_5c0d4d733b28db6a,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_53,post_16,comment,,,,Det kommer i Atto 3 ved næste facelift,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:57Z,raw_data_run_20260918_105055_c59316.csv
rec_df99b3004b6ddcc8,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_54,post_16,comment,,,,"Er der nogle i gruppen der har problemer lakken op Sealion 7, da jeg har hørt at lakken er meget tynd på BYD. Jeg overvejer st købe en.",https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:57Z,raw_data_run_20260918_105055_c59316.csv
rec_7bad6ee384f56ea5,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_55,post_16,comment,,,,"Lakken er, som på stort set alle nye biler, tynd og meget blød. Vi havde svært ved at fjerne insekter fra fronten (og der var … Lihat selengkapnya",https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:57Z,raw_data_run_20260918_105055_c59316.csv
rec_d628f56190630e37,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_56,post_16,comment,,,,Tak for tilbagemeldingen.,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:57Z,raw_data_run_20260918_105055_c59316.csv
rec_1698929e665e01b1,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_57,post_16,comment,,,,"I put the back seat down, doggy mat clipped to front seats. Doggy seat belt and away we go",https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:59Z,raw_data_run_20260918_105055_c59316.csv
rec_1ed31f3e6bd99995,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_58,post_16,comment,,,,Check TUV certified crates. I've seen the 4pets one,https://web.facebook.com/groups/2978746848951034,2026-09-18T03:59:59Z,raw_data_run_20260918_105055_c59316.csv
rec_100aad4ee52cbcde,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_59,post_16,comment,,,,Hej alle,https://web.facebook.com/groups/2978746848951034,2026-09-18T04:00:00Z,raw_data_run_20260918_105055_c59316.csv
rec_39f711e141295935,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_60,post_16,comment,,,,"Jeg bliver den glade ejer af en BYD Sealion 7 Excellence fra næste måned, og jeg ville høre jer erfarne ejere, hvad I har købt af tilbehør til bilen, som I virkelig synes er godt at have.",https://web.facebook.com/groups/2978746848951034,2026-09-18T04:00:00Z,raw_data_run_20260918_105055_c59316.csv
rec_bea2b3932dda3f82,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_61,post_16,comment,,,,"Især nu hvor vinteren nærmer sig – er der noget, I vil anbefale til fx vinterkørsel, beskyttelse, rengøring, opbevaring eller andet?… Lihat selengkapnya",https://web.facebook.com/groups/2978746848951034,2026-09-18T04:00:00Z,raw_data_run_20260918_105055_c59316.csv
rec_2d82ce2f1179c032,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_62,post_16,comment,,,,"Webcam, rumdeler under midterkonsol, rumdeler under armlæn, bagagerumsmåtte, skærmbeskyttelse til skærmen, men også til hele f… Lihat selengkapnya",https://web.facebook.com/groups/2978746848951034,2026-09-18T04:00:00Z,raw_data_run_20260918_105055_c59316.csv
rec_d5e72975cddbfa6e,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_63,post_16,comment,,,,Jeg for samme bil om en md. … Lihat selengkapnya,https://web.facebook.com/groups/2978746848951034,2026-09-18T04:00:01Z,raw_data_run_20260918_105055_c59316.csv
rec_b191268c4b868dde,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_64,post_16,comment,,,,"Bonjour tout le monde, hello everybody,",https://web.facebook.com/groups/2978746848951034,2026-09-18T04:00:01Z,raw_data_run_20260918_105055_c59316.csv
rec_0a9dda9e9c7353d9,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_65,post_16,comment,,,,"Je vais changer de voiture en janvier et la Sealion 7 fait partie de ma short liste, l'essai statique a été plutôt concluant avec un confort impressionnant et un intérieur plutôt agréable et bien pensé.",https://web.facebook.com/groups/2978746848951034,2026-09-18T04:00:01Z,raw_data_run_20260918_105055_c59316.csv
rec_4e8f742ede5c0f28,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_66,post_16,comment,,,,Je compte sur votre expérience pour me faire une idée plus précise avant un éventuel essai routier...… Lihat selengkapnya,https://web.facebook.com/groups/2978746848951034,2026-09-18T04:00:01Z,raw_data_run_20260918_105055_c59316.csv
rec_487775db77c658a7,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_67,post_16,comment,,,,"Bonjour, moi j’ai acheté mois d’avril c’est à sept, excellent 530 chevaux, je suis très très content, consommation en ville 18… Lihat selengkapnya",https://web.facebook.com/groups/2978746848951034,2026-09-18T04:00:01Z,raw_data_run_20260918_105055_c59316.csv
rec_66f373ea3da11b45,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_68,post_16,comment,,,,Plus de 8000km depuis fin mai. Toujours très content de ce véhicule et pourtant j'étais retissant à l'électrique.,https://web.facebook.com/groups/2978746848951034,2026-09-18T04:00:01Z,raw_data_run_20260918_105055_c59316.csv
rec_bbdd6ffcde80e3c0,BYD Sealion 7,BYD Sealion 7 Owner Community,https://web.facebook.com/groups/2978746848951034,post_16,post_16_comment_69,post_16,comment,,,,Véhicule trè… Lihat selengkapnya,https://web.facebook.com/groups/2978746848951034,2026-09-18T04:00:01Z,raw_data_run_20260918_105055_c59316.csv
rec_e7ab483cda9f2938,BYD Sealion 7,BYD Sealion 7 Indonesia,https://www.facebook.com/groups/1739202836885108,post_1,,,post,,,,"BYD M6 DM CROSS ADVANCE
Harga 360jt udah dpt mobil PLUGIN HYBRID 3 baris dari BYD.… Lihat selengkapnya",https://www.facebook.com/groups/1739202836885108,2026-09-21T08:15:31Z,raw_data_run_20260921_151512_a922e8.csv
rec_47588820a35ad4f5,BYD Sealion 7,BYD Sealion 7 Indonesia,https://www.facebook.com/groups/1739202836885108,post_1,post_1_comment_1,post_1,comment,,,,BYD M6 DM CROSS ADVANCE,https://www.facebook.com/groups/1739202836885108,2026-09-21T08:15:39Z,raw_data_run_20260921_151512_a922e8.csv
rec_7bed849cfdf12ca9,BYD Sealion 7,BYD Sealion 7 Indonesia,https://www.facebook.com/groups/1739202836885108,post_1,post_1_comment_1,post_1_comment_1,reply,,,,BYD M6 DM CROSS ADVANCE,https://www.facebook.com/groups/1739202836885108,2026-09-21T08:15:45Z,raw_data_run_20260921_151512_a922e8.csv
rec_7bed849cfdf12ca9,BYD Sealion 7,BYD Sealion 7 Indonesia,https://www.facebook.com/groups/1739202836885108,post_1,post_1_comment_1,post_1_comment_1,reply,,,,Harga 360jt udah dpt mobil PLUGIN HYBRID 3 baris dari BYD.,https://www.facebook.com/groups/1739202836885108,2026-09-21T08:15:45Z,raw_data_run_20260921_151512_a922e8.csv
rec_7bed849cfdf12ca9,BYD Sealion 7,BYD Sealion 7 Indonesia,https://www.facebook.com/groups/1739202836885108,post_1,post_1_comment_1,post_1_comment_1,reply,,,,TDP 70jt angs. 6.9jt,https://www.facebook.com/groups/1739202836885108,2026-09-21T08:15:45Z,raw_data_run_20260921_151512_a922e8.csv
rec_7bed849cfdf12ca9,BYD Sealion 7,BYD Sealion 7 Indonesia,https://www.facebook.com/groups/1739202836885108,post_1,post_1_comment_1,post_1_comment_1,reply,,,,Mobil MPV CROSS PHEV dengan tampilan sporty yang dilengkapi body fender dan Roof Rack.,https://www.facebook.com/groups/1739202836885108,2026-09-21T08:15:45Z,raw_data_run_20260921_151512_a922e8.csv
rec_7bed849cfdf12ca9,BYD Sealion 7,BYD Sealion 7 Indonesia,https://www.facebook.com/groups/1739202836885108,post_1,post_1_comment_1,post_1_comment_1,reply,,,,"Teknologi Dual Mode dari BYD, kamu bisa pilih perjalan menggunakan listrik (up to 110km), bensin, atau keduanya.",https://www.facebook.com/groups/1739202836885108,2026-09-21T08:15:45Z,raw_data_run_20260921_151512_a922e8.csv
rec_7bed849cfdf12ca9,BYD Sealion 7,BYD Sealion 7 Indonesia,https://www.facebook.com/groups/1739202836885108,post_1,post_1_comment_1,post_1_comment_1,reply,,,,"Plugin Hybrid paling murah saat ini, beda 100jt an dgn kompetitor.",https://www.facebook.com/groups/1739202836885108,2026-09-21T08:15:45Z,raw_data_run_20260921_151512_a922e8.csv
rec_7bed849cfdf12ca9,BYD Sealion 7,BYD Sealion 7 Indonesia,https://www.facebook.com/groups/1739202836885108,post_1,post_1_comment_1,post_1_comment_1,reply,,,,"Saatnya beralih ke mobil keluarga yang lebih hemat, bertenaga, dan nyaman.",https://www.facebook.com/groups/1739202836885108,2026-09-21T08:15:45Z,raw_data_run_20260921_151512_a922e8.csv
rec_7bed849cfdf12ca9,BYD Sealion 7,BYD Sealion 7 Indonesia,https://www.facebook.com/groups/1739202836885108,post_1,post_1_comment_1,post_1_comment_1,reply,,,,Jangan lewatkan kesempatan memiliki SUV hybrid dengan teknologi canggih dari BYD.,https://www.facebook.com/groups/1739202836885108,2026-09-21T08:15:45Z,raw_data_run_20260921_151512_a922e8.csv
rec_7bed849cfdf12ca9,BYD Sealion 7,BYD Sealion 7 Indonesia,https://www.facebook.com/groups/1739202836885108,post_1,post_1_comment_1,post_1_comment_1,reply,,,,- Cash,https://www.facebook.com/groups/1739202836885108,2026-09-21T08:15:45Z,raw_data_run_20260921_151512_a922e8.csv
rec_7bed849cfdf12ca9,BYD Sealion 7,BYD Sealion 7 Indonesia,https://www.facebook.com/groups/1739202836885108,post_1,post_1_comment_1,post_1_comment_1,reply,,,,- COP,https://www.facebook.com/groups/1739202836885108,2026-09-21T08:15:45Z,raw_data_run_20260921_151512_a922e8.csv
rec_7bed849cfdf12ca9,BYD Sealion 7,BYD Sealion 7 Indonesia,https://www.facebook.com/groups/1739202836885108,post_1,post_1_comment_1,post_1_comment_1,reply,,,,SHOWROOM BYD ARISTA MODERNLAND,https://www.facebook.com/groups/1739202836885108,2026-09-21T08:15:45Z,raw_data_run_20260921_151512_a922e8.csv
rec_7bed849cfdf12ca9,BYD Sealion 7,BYD Sealion 7 Indonesia,https://www.facebook.com/groups/1739202836885108,post_1,post_1_comment_1,post_1_comment_1,reply,,,,"Jl. Hartono Raya, RT.002/RW.005, Babakan, Kec. Tangerang, Kota Tangerang, Banten 15117",https://www.facebook.com/groups/1739202836885108,2026-09-21T08:15:45Z,raw_data_run_20260921_151512_a922e8.csv
rec_7bed849cfdf12ca9,BYD Sealion 7,BYD Sealion 7 Indonesia,https://www.facebook.com/groups/1739202836885108,post_1,post_1_comment_1,post_1_comment_1,reply,,,,More info & benefit :,https://www.facebook.com/groups/1739202836885108,2026-09-21T08:15:45Z,raw_data_run_20260921_151512_a922e8.csv
rec_7bed849cfdf12ca9,BYD Sealion 7,BYD Sealion 7 Indonesia,https://www.facebook.com/groups/1739202836885108,post_1,post_1_comment_1,post_1_comment_1,reply,,,,Rendy - BYD Arista,https://www.facebook.com/groups/1739202836885108,2026-09-21T08:15:45Z,raw_data_run_20260921_151512_a922e8.csv
rec_7bed849cfdf12ca9,BYD Sealion 7,BYD Sealion 7 Indonesia,https://www.facebook.com/groups/1739202836885108,post_1,post_1_comment_1,post_1_comment_1,reply,,,,#bydm6dm #mpvhybrid #pluginhybrid #bcaexpo #byddpminim Tampilkan lebih sedikit,https://www.facebook.com/groups/1739202836885108,2026-09-21T08:15:46Z,raw_data_run_20260921_151512_a922e8.csv
rec_362aba4e9426957f,BYD Sealion 7,BYD Sealion 7 Indonesia,https://www.facebook.com/groups/1739202836885108,post_1,post_1_comment_2,post_1,comment,,,,Harga 360jt udah dpt mobil PLUGIN HYBRID 3 baris dari BYD.,https://www.facebook.com/groups/1739202836885108,2026-09-21T08:15:48Z,raw_data_run_20260921_151512_a922e8.csv
rec_59a63fb0faaa819f,BYD Sealion 7,BYD Sealion 7 Indonesia,https://www.facebook.com/groups/1739202836885108,post_1,post_1_comment_2,post_1_comment_2,reply,,,,"BYD M6 DM CROSS ADVANCE
Harga 360jt udah dpt mobil PLUGIN HYBRID 3 baris dari BYD.… Lihat selengkapnya",https://www.facebook.com/groups/1739202836885108,2026-09-21T08:15:55Z,raw_data_run_20260921_151512_a922e8.csv
rec_59a63fb0faaa819f,BYD Sealion 7,BYD Sealion 7 Indonesia,https://www.facebook.com/groups/1739202836885108,post_1,post_1_comment_2,post_1_comment_2,reply,,,,BYD M6 DM CROSS ADVANCE,https://www.facebook.com/groups/1739202836885108,2026-09-21T08:15:55Z,raw_data_run_20260921_151512_a922e8.csv
